auid,indexed_name,surname,given_name,db_title,doi,cited_by,pub_date,parsed_title,ds_clean,title,affiliation,af_name,af_country,af_city,af_state,af_type,af_postal
-1388291214,Waxman S.R.,Waxman,Sandra R.,Meaning from syntax: Evidence from 2-year-olds,10.1016/j.cognition.2009.10.015,103,2010-03-01,Meaning from syntax: Evidence from 2-year-olds,Syntactic bootstrapping,,60007363,Northwestern University,United States,Evanston,IL,univ,60208-0001
846382908,Arunachalam S.,Arunachalam,Sudha,Two-year-olds can begin to acquire verb meanings in socially impoverished contexts,10.1016/j.cognition.2013.08.021,21,2013-12-01,Two-year-olds can begin to acquire verb meanings in socially impoverished contexts,Syntactic bootstrapping,,60019674,Boston University,United States,Boston,MA,univ,02215-1405
846382908,Arunachalam S.,Arunachalam,Sudha,"Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event",10.1080/01690965.2011.641744,36,2013-04-25,"Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event",Syntactic bootstrapping,,60019674,Boston University,United States,Boston,MA,univ,02215-1405
-177723148,Escovar E.,Escovar,Emily,"Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event",10.1080/01690965.2011.641744,36,2013-04-25,"Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event",Syntactic bootstrapping,,60007363,Northwestern University,United States,Evanston,IL,univ,60208-0001
-178394248,Hansen M.A.,Hansen,Melissa A.,"Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event",10.1080/01690965.2011.641744,36,2013-04-25,"Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event",Syntactic bootstrapping,,60007363,Northwestern University,United States,Evanston,IL,univ,60208-0001
-1388291214,Waxman S.R.,Waxman,Sandra R.,"Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event",10.1080/01690965.2011.641744,36,2013-04-25,"Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event",Syntactic bootstrapping,,60007363,Northwestern University,United States,Evanston,IL,univ,60208-0001
1358747829,He A.X.,He,Angela Xiaoxue,Two-year-olds consolidate verb meanings during a nap,10.1016/j.cognition.2020.104205,6,2020-05-01,Two-year-olds consolidate verb meanings during a nap,Syntactic bootstrapping,,60002798,Chinese University of Hong Kong,Hong Kong,Hong Kong,NA,univ,NA
1358747829,He A.X.,He,Angela Xiaoxue,Two-year-olds consolidate verb meanings during a nap,10.1016/j.cognition.2020.104205,6,2020-05-01,Two-year-olds consolidate verb meanings during a nap,Syntactic bootstrapping,,60029311,University of Southern California,United States,Los Angeles,CA,univ,90089-0911
1379760351,Huang S.,Huang,Shirley,Two-year-olds consolidate verb meanings during a nap,10.1016/j.cognition.2020.104205,6,2020-05-01,Two-year-olds consolidate verb meanings during a nap,Syntactic bootstrapping,,60000221,University of Colorado Boulder,United States,Boulder,CO,univ,80309-0001
-1388291214,Waxman S.,Waxman,Sandra,Two-year-olds consolidate verb meanings during a nap,10.1016/j.cognition.2020.104205,6,2020-05-01,Two-year-olds consolidate verb meanings during a nap,Syntactic bootstrapping,,60007363,Northwestern University,United States,Evanston,IL,univ,60208-0001
846382908,Arunachalam S.,Arunachalam,Sudha,Two-year-olds consolidate verb meanings during a nap,10.1016/j.cognition.2020.104205,6,2020-05-01,Two-year-olds consolidate verb meanings during a nap,Syntactic bootstrapping,,60021784,New York University,United States,New York,NY,univ,10012-1019
-1824642364,Messenger K.,Messenger,Katherine,Learning Verb Syntax via Listening: New Evidence From 22-Month-Olds,10.1080/15475441.2014.978331,23,2015-10-02,Learning verb syntax via listening: New evidence from 22-month-olds,Syntactic bootstrapping,,60163091,"Faculty of Science, Engineering and Medicine",United Kingdom,Coventry,West Midlands,univ,CV4 7AL
2005914320,Yuan S.,Yuan,Sylvia,Learning Verb Syntax via Listening: New Evidence From 22-Month-Olds,10.1080/15475441.2014.978331,23,2015-10-02,Learning verb syntax via listening: New evidence from 22-month-olds,Syntactic bootstrapping,,60000745,University of Illinois Urbana-Champaign,United States,Urbana,IL,univ,61801-3444
43722052,Fisher C.,Fisher,Cynthia,Learning Verb Syntax via Listening: New Evidence From 22-Month-Olds,10.1080/15475441.2014.978331,23,2015-10-02,Learning verb syntax via listening: New evidence from 22-month-olds,Syntactic bootstrapping,,60000745,University of Illinois Urbana-Champaign,United States,Urbana,IL,univ,61801-3444
-1888318108,Naigles L.,Naigles,Letitia,Children Use Syntax To Learn Verb Meanings,10.1017/S0305000900013817,498,1990-01-01,Children use syntax to learn verb meanings,Syntactic bootstrapping,,60005455,Yale University,United States,New Haven,CT,univ,06510-7012
-1888318108,Naigles L.G.,Naigles,Letitia G.,First Contact in Verb Acquisition: Defining a Role for Syntax,10.1111/j.1467-8624.1993.tb04206.x,128,1993-01-01,First contact in verb acquisition: Defining a role for syntax,Syntactic bootstrapping,,60005455,Yale University,United States,New Haven,CT,univ,06510-7012
-1888077838,Kako E.T.,Kako,Edward T.,First Contact in Verb Acquisition: Defining a Role for Syntax,10.1111/j.1467-8624.1993.tb04206.x,128,1993-01-01,First contact in verb acquisition: Defining a role for syntax,Syntactic bootstrapping,,60005455,Yale University,United States,New Haven,CT,univ,06510-7012
-1888318108,Naigles L.R.,Naigles,Letitia R.,Abstractness and continuity in the syntactic development of young children with autism,10.1002/aur.223,67,2011-12-01,Abstractness and continuity in the syntactic development of young children with autism,Syntactic bootstrapping,,60022659,University of Connecticut,United States,Storrs,CT,univ,06269
-1152523148,Kelty E.,Kelty,Emma,Abstractness and continuity in the syntactic development of young children with autism,10.1002/aur.223,67,2011-12-01,Abstractness and continuity in the syntactic development of young children with autism,Syntactic bootstrapping,,60022659,University of Connecticut,United States,Storrs,CT,univ,06269
-1575658752,Jaffery R.,Jaffery,Rose,Abstractness and continuity in the syntactic development of young children with autism,10.1002/aur.223,67,2011-12-01,Abstractness and continuity in the syntactic development of young children with autism,Syntactic bootstrapping,,60022659,University of Connecticut,United States,Storrs,CT,univ,06269
-1583125269,Fein D.,Fein,Deborah,Abstractness and continuity in the syntactic development of young children with autism,10.1002/aur.223,67,2011-12-01,Abstractness and continuity in the syntactic development of young children with autism,Syntactic bootstrapping,,60022659,University of Connecticut,United States,Storrs,CT,univ,06269
2005914320,Yuan S.,Yuan,Sylvia,Counting the Nouns: Simple Structural Cues to Verb Meaning,10.1111/j.1467-8624.2012.01783.x,83,2012-07-01,Counting the nouns: Simple structural cues to verb meaning,Syntactic bootstrapping,,60025038,"University of California, Berkeley",United States,Berkeley,CA,univ,94720-2284
43722052,Fisher C.,Fisher,Cynthia,Counting the Nouns: Simple Structural Cues to Verb Meaning,10.1111/j.1467-8624.2012.01783.x,83,2012-07-01,Counting the nouns: Simple structural cues to verb meaning,Syntactic bootstrapping,,60000745,University of Illinois Urbana-Champaign,United States,Urbana,IL,univ,61801-3444
-1986778663,Snedeker J.,Snedeker,Jesse,Counting the Nouns: Simple Structural Cues to Verb Meaning,10.1111/j.1467-8624.2012.01783.x,83,2012-07-01,Counting the nouns: Simple structural cues to verb meaning,Syntactic bootstrapping,,60009982,Harvard University,United States,Cambridge,MA,univ,02138-3800
1616802620,Maye J.,Maye,Jessica,Statistical phonetic learning in infants: Facilitation and feature generalization,10.1111/j.1467-7687.2007.00653.x,215,2008-01-01,Statistical phonetic learning in infants: facilitation and feature generalization,Statistical sound category learning (habituation),,60007363,Northwestern University,United States,Evanston,IL,univ,60208-0001
1616802620,Maye J.,Maye,Jessica,Statistical phonetic learning in infants: Facilitation and feature generalization,10.1111/j.1467-7687.2007.00653.x,215,2008-01-01,Statistical phonetic learning in infants: facilitation and feature generalization,Statistical sound category learning (habituation),,60007363,Northwestern University,United States,Evanston,IL,univ,60208-0001
1315391952,Weiss D.J.,Weiss,Daniel J.,Statistical phonetic learning in infants: Facilitation and feature generalization,10.1111/j.1467-7687.2007.00653.x,215,2008-01-01,Statistical phonetic learning in infants: facilitation and feature generalization,Statistical sound category learning (habituation),,60001439,Pennsylvania State University,United States,University Park,PA,univ,16802
-1583295617,Aslin R.N.,Aslin,Richard N.,Statistical phonetic learning in infants: Facilitation and feature generalization,10.1111/j.1467-7687.2007.00653.x,215,2008-01-01,Statistical phonetic learning in infants: facilitation and feature generalization,Statistical sound category learning (habituation),,60027165,University of Rochester,United States,Rochester,NY,univ,14627-9000
389673452,Liu L.,Liu,Liquan,Perception of tones by infants learning a non-tone language,10.1016/j.cognition.2014.06.004,72,2014-01-01,Perception of tones by infants learning a non-tone language,Statistical sound category learning (habituation),,60009391,Utrecht Institute of Linguistics OTS,Netherlands,Utrecht,NA,resi,3512 JK
-2084477627,Kager R.,Kager,René,Perception of tones by infants learning a non-tone language,10.1016/j.cognition.2014.06.004,72,2014-01-01,Perception of tones by infants learning a non-tone language,Statistical sound category learning (habituation),,60009391,Utrecht Institute of Linguistics OTS,Netherlands,Utrecht,NA,resi,3512 JK
2081005432,Wanrooij K.,Wanrooij,Karin,Fast phonetic learning occurs already in 2-to-3-month old infants: An ERP study,10.3389/fpsyg.2014.00077,30,2014-03-10,Fast phonetic learning occurs already in 2-to-3-month old infants,Statistical sound category learning (habituation),,60002483,Universiteit van Amsterdam,Netherlands,Amsterdam,Noord-Holland,univ,1012 WX
1373038263,Boersma P.,Boersma,Paul,Fast phonetic learning occurs already in 2-to-3-month old infants: An ERP study,10.3389/fpsyg.2014.00077,30,2014-03-10,Fast phonetic learning occurs already in 2-to-3-month old infants,Statistical sound category learning (habituation),,60002483,Universiteit van Amsterdam,Netherlands,Amsterdam,Noord-Holland,univ,1012 WX
-2081669545,van Zuijen T.L.,van Zuijen,Titia L.,Fast phonetic learning occurs already in 2-to-3-month old infants: An ERP study,10.3389/fpsyg.2014.00077,30,2014-03-10,Fast phonetic learning occurs already in 2-to-3-month old infants,Statistical sound category learning (habituation),,60002483,Universiteit van Amsterdam,Netherlands,Amsterdam,Noord-Holland,univ,1012 WX
-1187575885,Brooks R.,Brooks,Rechele,"Infant gaze following and pointing predict accelerated vocabulary growth through two years of age: A longitudinal, growth curve modeling study",10.1017/S030500090700829X,211,2008-02-01,"Infant gaze following and pointing predict accelerated vocabulary growth through two years of age: A longitudinal, growth curve modeling study",Gaze following (combined),,60015481,University of Washington,United States,Seattle,WA,univ,98195-9505
-1187575885,Brooks R.,Brooks,Rechele,"Infant gaze following and pointing predict accelerated vocabulary growth through two years of age: A longitudinal, growth curve modeling study",10.1017/S030500090700829X,211,2008-02-01,"Infant gaze following and pointing predict accelerated vocabulary growth through two years of age: A longitudinal, growth curve modeling study",Gaze following (combined),,60015481,University of Washington,United States,Seattle,WA,univ,98195-9505
-1586367321,Meltzoff A.N.,Meltzoff,Andrew N.,"Infant gaze following and pointing predict accelerated vocabulary growth through two years of age: A longitudinal, growth curve modeling study",10.1017/S030500090700829X,211,2008-02-01,"Infant gaze following and pointing predict accelerated vocabulary growth through two years of age: A longitudinal, growth curve modeling study",Gaze following (combined),,60015481,University of Washington,United States,Seattle,WA,univ,98195-9505
-2082731641,Senju A.,Senju,Atsushi,Understanding the referential nature of looking: Infants' preference for object-directed gaze,10.1016/j.cognition.2008.02.009,109,2008-08-01,Infant understanding of the referential nature of looking,Gaze following (combined),,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
-1888550555,Csibra G.,Csibra,Gergely,Understanding the referential nature of looking: Infants' preference for object-directed gaze,10.1016/j.cognition.2008.02.009,109,2008-08-01,Infant understanding of the referential nature of looking,Gaze following (combined),,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
1713091432,Johnson M.H.,Johnson,Mark H.,Understanding the referential nature of looking: Infants' preference for object-directed gaze,10.1016/j.cognition.2008.02.009,109,2008-08-01,Infant understanding of the referential nature of looking,Gaze following (combined),,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
-1387196368,Butler S.C.,Butler,Samantha C.,Infant Understanding of the Referential Nature of Looking,10.1207/S15327647JCD0104_01,92,2000-01-01,Infant understanding of the referential nature of looking,Gaze following (combined),,60019674,Boston University,United States,Boston,MA,univ,02215-1405
-1387196368,Butler S.C.,Butler,Samantha C.,Infant Understanding of the Referential Nature of Looking,10.1207/S15327647JCD0104_01,92,2000-01-01,Infant understanding of the referential nature of looking,Gaze following (combined),,60014313,University of Massachusetts Amherst,United States,Amherst MA,MA,univ,01003-9290
-1387196368,Butler S.C.,Butler,Samantha C.,Infant Understanding of the Referential Nature of Looking,10.1207/S15327647JCD0104_01,92,2000-01-01,Infant understanding of the referential nature of looking,Gaze following (combined),,60014313,University of Massachusetts Amherst,United States,Amherst MA,MA,univ,01003-9290
-1584387802,Caron A.J.,Caron,Albert J.,Infant Understanding of the Referential Nature of Looking,10.1207/S15327647JCD0104_01,92,2000-01-01,Infant understanding of the referential nature of looking,Gaze following (combined),,60019674,Boston University,United States,Boston,MA,univ,02215-1405
-1187575885,Brooks R.,Brooks,Rechele,Infant Understanding of the Referential Nature of Looking,10.1207/S15327647JCD0104_01,92,2000-01-01,Infant understanding of the referential nature of looking,Gaze following (combined),,60019674,Boston University,United States,Boston,MA,univ,02215-1405
-1187575885,Brooks R.,Brooks,Rechele,Infant Understanding of the Referential Nature of Looking,10.1207/S15327647JCD0104_01,92,2000-01-01,Infant understanding of the referential nature of looking,Gaze following (combined),,60015481,University of Washington,United States,Seattle,WA,univ,98195-9505
-1486862498,Delgado C.E.F.,Delgado,Christine E.F.,Responding to joint attention and language development: A comparison of target locations,10.1044/1092-4388(2002/057),43,2002-01-01,Responding to Joint Attention and Language Development: A Comparison of Target Locations,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1583258817,Mundy P.,Mundy,Peter,Responding to joint attention and language development: A comparison of target locations,10.1044/1092-4388(2002/057),43,2002-01-01,Responding to Joint Attention and Language Development: A Comparison of Target Locations,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1888158829,Crowson M.,Crowson,Mary,Responding to joint attention and language development: A comparison of target locations,10.1044/1092-4388(2002/057),43,2002-01-01,Responding to Joint Attention and Language Development: A Comparison of Target Locations,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1585091268,Markus J.,Markus,Jessica,Responding to joint attention and language development: A comparison of target locations,10.1044/1092-4388(2002/057),43,2002-01-01,Responding to Joint Attention and Language Development: A Comparison of Target Locations,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1986239607,Yale M.,Yale,Marygrace,Responding to joint attention and language development: A comparison of target locations,10.1044/1092-4388(2002/057),43,2002-01-01,Responding to Joint Attention and Language Development: A Comparison of Target Locations,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1387038568,Schwartz H.,Schwartz,Heidi,Responding to joint attention and language development: A comparison of target locations,10.1044/1092-4388(2002/057),43,2002-01-01,Responding to Joint Attention and Language Development: A Comparison of Target Locations,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1466589576,Morales M.,Morales,Michael,Responding to Joint Attention Across the 6- Through 24-Month Age Period and Early Language Acquisition,10.1016/S0193-3973(99)00040-4,249,2000-01-01,Responding to joint attention across the 6-through 24-month age period and early language acquisition,Gaze following (combined),,60012851,State University of New York at Plattsburgh,United States,Plattsburgh,NY,univ,12901
-1583258817,Mundy P.,Mundy,Peter,Responding to Joint Attention Across the 6- Through 24-Month Age Period and Early Language Acquisition,10.1016/S0193-3973(99)00040-4,249,2000-01-01,Responding to joint attention across the 6-through 24-month age period and early language acquisition,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1486862498,Delgado C.E.F.,Delgado,Christine E.F.,Responding to Joint Attention Across the 6- Through 24-Month Age Period and Early Language Acquisition,10.1016/S0193-3973(99)00040-4,249,2000-01-01,Responding to joint attention across the 6-through 24-month age period and early language acquisition,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1986239607,Yale M.,Yale,Marygrace,Responding to Joint Attention Across the 6- Through 24-Month Age Period and Early Language Acquisition,10.1016/S0193-3973(99)00040-4,249,2000-01-01,Responding to joint attention across the 6-through 24-month age period and early language acquisition,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
1108678032,Messinger D.,Messinger,Daniel,Responding to Joint Attention Across the 6- Through 24-Month Age Period and Early Language Acquisition,10.1016/S0193-3973(99)00040-4,249,2000-01-01,Responding to joint attention across the 6-through 24-month age period and early language acquisition,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1487547138,Neal R.,Neal,Rebecca,Responding to Joint Attention Across the 6- Through 24-Month Age Period and Early Language Acquisition,10.1016/S0193-3973(99)00040-4,249,2000-01-01,Responding to joint attention across the 6-through 24-month age period and early language acquisition,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1387038568,Schwartz H.K.,Schwartz,Heidi K.,Responding to Joint Attention Across the 6- Through 24-Month Age Period and Early Language Acquisition,10.1016/S0193-3973(99)00040-4,249,2000-01-01,Responding to joint attention across the 6-through 24-month age period and early language acquisition,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1583258817,Mundy P.,Mundy,Peter,Individual differences in joint attention skill development in the second year,10.1016/S0163-6383(98)90020-0,279,1998-01-01,Individual differences in joint attention skill development in the second year,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1583258817,Mundy P.,Mundy,Peter,"EEG coherence, joint attention and language development in the second year",10.1111/1467-7687.00253,63,2003-02-01,"EEG coherence, joint attention and language development in the second year",Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1388490225,Fox N.,Fox,Nathan,"EEG coherence, joint attention and language development in the second year",10.1111/1467-7687.00253,63,2003-02-01,"EEG coherence, joint attention and language development in the second year",Gaze following (combined),,NA,NA,NA,NA,NA,NA,NA
-1585498914,Card J.,Card,Judith,"EEG coherence, joint attention and language development in the second year",10.1111/1467-7687.00253,63,2003-02-01,"EEG coherence, joint attention and language development in the second year",Gaze following (combined),,NA,NA,NA,NA,NA,NA,NA
-1583258817,Mundy P.,Mundy,Peter,Individual differences and the development of joint attention in infancy,10.1111/j.1467-8624.2007.01042.x,358,2007-05-01,Individual differences and the development of joint attention in infancy,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1583258817,Mundy P.,Mundy,Peter,Individual differences and the development of joint attention in infancy,10.1111/j.1467-8624.2007.01042.x,358,2007-05-01,Individual differences and the development of joint attention in infancy,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-2109249384,Block J.,Block,Jessica,Individual differences and the development of joint attention in infancy,10.1111/j.1467-8624.2007.01042.x,358,2007-05-01,Individual differences and the development of joint attention in infancy,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1486862498,Delgado C.,Delgado,Christine,Individual differences and the development of joint attention in infancy,10.1111/j.1467-8624.2007.01042.x,358,2007-05-01,Individual differences and the development of joint attention in infancy,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-2108724984,Pomares Y.,Pomares,Yuly,Individual differences and the development of joint attention in infancy,10.1111/j.1467-8624.2007.01042.x,358,2007-05-01,Individual differences and the development of joint attention in infancy,Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-865724284,Van Hecke A.V.,Van Hecke,Amy Vaughan,Individual differences and the development of joint attention in infancy,10.1111/j.1467-8624.2007.01042.x,358,2007-05-01,Individual differences and the development of joint attention in infancy,Gaze following (combined),,60027561,University of Illinois at Chicago,United States,Chicago,IL,univ,60607-3320
-1154360284,Parlade M.V.,Parlade,Meaghan Venezia,Individual differences and the development of joint attention in infancy,10.1111/j.1467-8624.2007.01042.x,358,2007-05-01,Individual differences and the development of joint attention in infancy,Gaze following (combined),,60015543,University of Pittsburgh,United States,Pittsburgh,PA,univ,15260-0001
-1466589576,Morales M.,Morales,Michael,"Gaze following, temperament, and language development in 6-month-olds: A replication and extension",10.1016/S0163-6383(01)00038-8,106,2000-01-01,"Gaze following, temperament, and language development in 6-month-olds: A replication and extension",Gaze following (combined),,60012851,State University of New York at Plattsburgh,United States,Plattsburgh,NY,univ,12901
-1583258817,Mundy P.,Mundy,Peter,"Gaze following, temperament, and language development in 6-month-olds: A replication and extension",10.1016/S0163-6383(01)00038-8,106,2000-01-01,"Gaze following, temperament, and language development in 6-month-olds: A replication and extension",Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1486862498,Delgado C.E.F.,Delgado,Christine E.F.,"Gaze following, temperament, and language development in 6-month-olds: A replication and extension",10.1016/S0163-6383(01)00038-8,106,2000-01-01,"Gaze following, temperament, and language development in 6-month-olds: A replication and extension",Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1986239607,Yale M.,Yale,Marygrace,"Gaze following, temperament, and language development in 6-month-olds: A replication and extension",10.1016/S0163-6383(01)00038-8,106,2000-01-01,"Gaze following, temperament, and language development in 6-month-olds: A replication and extension",Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
1360082064,Neal R.,Neal,Rebecca,"Gaze following, temperament, and language development in 6-month-olds: A replication and extension",10.1016/S0163-6383(01)00038-8,106,2000-01-01,"Gaze following, temperament, and language development in 6-month-olds: A replication and extension",Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1387038568,Schwartz H.K.,Schwartz,Heidi K.,"Gaze following, temperament, and language development in 6-month-olds: A replication and extension",10.1016/S0163-6383(01)00038-8,106,2000-01-01,"Gaze following, temperament, and language development in 6-month-olds: A replication and extension",Gaze following (combined),,60029251,University of Miami,United States,Coral Gables,FL,univ,33146-2926
-1689889976,Bedford R.,Bedford,Rachael,Precursors to social and communication difficulties in infants at-risk for autism: Gaze following and attentional engagement,10.1007/s10803-012-1450-y,139,2012-10-01,Precursors to social and communication difficulties in infants at-risk for autism: gaze following and attentional engagement,Gaze following (combined),,60006242,UCL Institute of Education,United Kingdom,London,NA,univ,WC1H 0AL
659692520,Elsabbagh M.,Elsabbagh,Mayada,Precursors to social and communication difficulties in infants at-risk for autism: Gaze following and attentional engagement,10.1007/s10803-012-1450-y,139,2012-10-01,Precursors to social and communication difficulties in infants at-risk for autism: gaze following and attentional engagement,Gaze following (combined),,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
-1660891584,Gliga T.,Gliga,Teodora,Precursors to social and communication difficulties in infants at-risk for autism: Gaze following and attentional engagement,10.1007/s10803-012-1450-y,139,2012-10-01,Precursors to social and communication difficulties in infants at-risk for autism: gaze following and attentional engagement,Gaze following (combined),,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
1614973932,Pickles A.,Pickles,Andrew,Precursors to social and communication difficulties in infants at-risk for autism: Gaze following and attentional engagement,10.1007/s10803-012-1450-y,139,2012-10-01,Precursors to social and communication difficulties in infants at-risk for autism: gaze following and attentional engagement,Gaze following (combined),,60011520,King's College London,United Kingdom,London,NA,univ,WC2R 2LS
-2082731641,Senju A.,Senju,Atsushi,Precursors to social and communication difficulties in infants at-risk for autism: Gaze following and attentional engagement,10.1007/s10803-012-1450-y,139,2012-10-01,Precursors to social and communication difficulties in infants at-risk for autism: gaze following and attentional engagement,Gaze following (combined),,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
-1583020818,Charman T.,Charman,Tony,Precursors to social and communication difficulties in infants at-risk for autism: Gaze following and attentional engagement,10.1007/s10803-012-1450-y,139,2012-10-01,Precursors to social and communication difficulties in infants at-risk for autism: gaze following and attentional engagement,Gaze following (combined),,60006242,UCL Institute of Education,United Kingdom,London,NA,univ,WC1H 0AL
1713091432,Johnson M.H.,Johnson,Mark H.,Precursors to social and communication difficulties in infants at-risk for autism: Gaze following and attentional engagement,10.1007/s10803-012-1450-y,139,2012-10-01,Precursors to social and communication difficulties in infants at-risk for autism: gaze following and attentional engagement,Gaze following (combined),,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
349130408,De Groote I.,De Groote,Isabel,"Gaze following as a function of affective expression in 3-, 6- and 9-month-old infants",10.1016/j.infbeh.2006.12.009,18,2007-09-01,"Gaze following as a function of affective expression in 3-, 6-and 9-month-old infants",Gaze following (combined),,60033316,Universiteit Gent,Belgium,Ghent,VOV,univ,9000
-1888289531,Roeyers H.,Roeyers,Herbert,"Gaze following as a function of affective expression in 3-, 6- and 9-month-old infants",10.1016/j.infbeh.2006.12.009,18,2007-09-01,"Gaze following as a function of affective expression in 3-, 6-and 9-month-old infants",Gaze following (combined),,60033316,Universiteit Gent,Belgium,Ghent,VOV,univ,9000
-1585753537,Striano T.,Striano,Tricia,"Gaze following as a function of affective expression in 3-, 6- and 9-month-old infants",10.1016/j.infbeh.2006.12.009,18,2007-09-01,"Gaze following as a function of affective expression in 3-, 6-and 9-month-old infants",Gaze following (combined),,60008042,Universität Leipzig,Germany,Leipzig,Sachsen,univ,4109
-1585753537,Striano T.,Striano,Tricia,"Gaze following as a function of affective expression in 3-, 6- and 9-month-old infants",10.1016/j.infbeh.2006.12.009,18,2007-09-01,"Gaze following as a function of affective expression in 3-, 6-and 9-month-old infants",Gaze following (combined),,60003915,Vanderbilt University,United States,Nashville,TN,univ,37235-0002
-2082731641,Senju A.,Senju,Atsushi,Gaze Following in Human Infants Depends on Communicative Signals,10.1016/j.cub.2008.03.059,429,2008-05-06,Gaze Following in Human Infants Depends on Communicative Signals,Gaze following (combined),,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
-1888550555,Csibra G.,Csibra,Gergely,Gaze Following in Human Infants Depends on Communicative Signals,10.1016/j.cub.2008.03.059,429,2008-05-06,Gaze Following in Human Infants Depends on Communicative Signals,Gaze following (combined),,60009016,"Birkbeck, University of London",United Kingdom,London,NA,univ,WC1E 7HX
-2082203143,Gredeback G.,Gredebäck,Gustaf,Gaze Following Is Not Dependent on Ostensive Cues: A Critical Test of Natural Pedagogy,10.1111/cdev.13026,40,2018-11-01,Gaze Following Is Not Dependent on Ostensive Cues: A Critical Test of Natural Pedagogy,Gaze following (combined),,60003858,Uppsala Universitet,Sweden,Uppsala,Uppsala,univ,751 05
1369207357,Astor K.,Astor,Kim,Gaze Following Is Not Dependent on Ostensive Cues: A Critical Test of Natural Pedagogy,10.1111/cdev.13026,40,2018-11-01,Gaze Following Is Not Dependent on Ostensive Cues: A Critical Test of Natural Pedagogy,Gaze following (combined),,60003858,Uppsala Universitet,Sweden,Uppsala,Uppsala,univ,751 05
947059732,Fawcett C.,Fawcett,Christine,Gaze Following Is Not Dependent on Ostensive Cues: A Critical Test of Natural Pedagogy,10.1111/cdev.13026,40,2018-11-01,Gaze Following Is Not Dependent on Ostensive Cues: A Critical Test of Natural Pedagogy,Gaze following (combined),,60003858,Uppsala Universitet,Sweden,Uppsala,Uppsala,univ,751 05
1692234432,Okumura Y.,Okumura,Yuko,The power of human gaze on infant learning,10.1016/j.cognition.2013.03.011,47,2013-08-01,The power of human gaze on infant learning,Gaze following (combined),,60011001,Kyoto University,Japan,Kyoto,Kyoto,univ,606-8501
1743242132,Kanakogi Y.,Kanakogi,Yasuhiro,The power of human gaze on infant learning,10.1016/j.cognition.2013.03.011,47,2013-08-01,The power of human gaze on infant learning,Gaze following (combined),,60011001,Kyoto University,Japan,Kyoto,Kyoto,univ,606-8501
