ds_clean,long_cite,parsed_paper_title
Symbolic play,"Nielsen, M., & Dissanayake, C. (2000). The investigation of pretend play, mental state terms and false belief understanding: In search of a metarepresentational link. The British Journal of Developmental Psychology, 18(Journal Article), 609 - 624.","The investigation of pretend play, mental state terms and false belief understanding: In search of a metarepresentational link"
Symbolic play,"Stagnitti, K., Bailey, A., Hudspeth Stevenson, E., Reynolds, E., & Kidd, E. (2016). An investigation into the effect of play-based instruction on the development of play skills and oral language. Journal of Early Childhood Research, 14(4), 389-406.",An investigation into the effect of play-based instruction on the development of play skills and oral language
Symbolic play,"Hughes, C., Fujisawa, K. K., Ensor, R., Lecce, S., & Marfleet, R. (2006). Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings. British Journal of Developmental Psychology, 24(1), 53-72.",Cooperation and conversations about the mind: A study of individual differences in 2-year-olds and their siblings
Symbolic play,"Lewis, V., Boucher, J., Lupton, L., & Watson, S. (2000). Relationships between symbolic play, functional play, verbal and non-verbal ability in young children. International Journal of Language & Communication Disorders, 35(1), 117-117.","Relationships between symbolic play, functional play, verbal and non-verbal ability in young children"
Symbolic play,"McEwen, F., Happe, F., Bolton, P., Rijsdijk, F., Ronald, A., Dworzynski, K., & Plomin, R. (2007). Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins. Child Development, 78(2), 474-492.","Origins of individual differences in imitation: Links with language, pretend play, and socially insightful behavior in two‐year‐old twins"
Symbolic play,"Nielsen, M. Unpublished data.",
Symbolic play,"Astington, J. W., & Jenkins, J. M. (1995). Theory of mind development and social understanding. Cognition & Emotion, 9(2-3), 151-165.",Theory of mind development and social understanding
Symbolic play,"Bates, E., Benigni, L., Bretherton, I., Camaioni, L., & Volterra, V. (1979). The emergence of symbols: Cognition and communication in infancy. New York, NY: Academic Press.",The emergence of symbols: Cognition and communication in infancy
Symbolic play,"Tamis-LeMonda, C. S., Bornstein, M. H., Cyphers, L., Toda, S., & Ogino, M. (1992). Language and play at one year: A comparison of toddlers and mothers in the United States and Japan. International Journal of Behavioral Development, 15(1), 19-42.",Language and play at one year: A comparison of toddlers and mothers in the United States and Japan
Natural speech preference,"Ecklund‐Flores, L. and Turkewitz, G. (1996). Asymmetric headturning to speech and nonspeech in human newborns. Developmental Psychobiology 29, 205-217.",Asymmetric headturning to speech and nonspeech in human newborns
Natural speech preference,"Vouloumanos, A., & Werker, J. F. (2007). Listening to language at birth: evidence for a bias for speech in neonates. Developmental Science 10(2), 159–171. DOI: 10.1111/j.1467-7687.2007.00549.x",Listening to language at birth: evidence for a bias for speech in neonates
Natural speech preference,"Vouloumanos, A., Hauser, M. D., Werker, J.F., Martin, A. (2010). The tuning of Human Neonates' Preference for Speech. Child Development, 81(2) 517-527.",The tuning of Human Neonates' Preference for Speech
Natural speech preference,"Spence, M. J., DeCasper, A. J. (1987). Prenatal experience with low-frequency maternal-voice sounds influence neonatal perception of maternal voice samples. Infant behavior and development, 10, 133-142.",Prenatal experience with low-frequency maternal-voice sounds influence neonatal perception of maternal voice samples
Natural speech preference,"Cooper, R. P. & Aslin, N. R. (1990). Developmental Differences in Infant Attention to the Spectral Properties of Infant-directed Speech. Child Development. 65(6), 1663-1677. DOI:10.1111/j.1467-8624.1994.tb00841.x",Developmental Differences in Infant Attention to the Spectral Properties of Infant-directed Speech
Natural speech preference,"Vouloumanos, A., & Werker, J. F. (2004). Tuned to the signal: the priviledged status of speech for young infants. Developmental Science 7(3), 270–276. DOI: 10.1111/j.1467-7687.2004.00345.x",Tuned to the signal: the priviledged status of speech for young infants
Natural speech preference,"Shultz, A., & Vouloumanos, A. (2010). Three-Month-Olds Prefer Speech to Other Naturally Occurring Signals. Language Learning and Development, 6(4), 241-257.",Three-Month-Olds Prefer Speech to Other Naturally Occurring Signals
Natural speech preference,"Vouloumanos, A., Druhen, M. J., Hauser, M. D., & Huizink, A. T. (2009). Five-month-old infants' identification of the sources of vocalizations. PNAS 106(44), 18867–18872.",Five-month-old infants' identification of the sources of vocalizations
Natural speech preference,"Vanden Bosch der Nederlanden, C. M., Vouloumanos, A. (under review). Infant biases for detecting speech in complex scenes.","Vanden Bosch der Nederlanden, C. M., Vouloumanos, A. (under review). Infant biases for detecting speech in complex scenes."
Natural speech preference,"Segal, O. & Kishon-Rabin, L. (2011). Listening Preference for Child-Directed Speech Versus Nonspeech Stimuli in Normal-Hearing and Hearing-Impaired Infants After Cochlear Implantation. Ear and Hearing, 32(3), 358-372. doi: 10.1097/AUD.0b013e3182008afc.",Listening Preference for Child-Directed Speech Versus Nonspeech Stimuli in Normal-Hearing and Hearing-Impaired Infants After Cochlear Implantation
Natural speech preference,"Sorcinelli, A., Ference, J., CUrtin, S., & Vouloumanos, A. (2019). Journal of Experimental Child Psychology 178 (2019) 295–316",Preference for speech in infancy differentially predicts language skills and autism-like behaviors
Natural speech preference,"Sorcinelli, A., Ference, J., Curtin, S., & Vouloumanos, A. (2019). Journal of Experimental Child Psychology 178 (2019) 295–316",Preference for speech in infancy differentially predicts language skills and autism-like behaviors
Natural speech preference,"Santolin C, Russo S, Calignano G, Saffran JR, Valenza E. The role of prosody in infants’ preference for speech: A comparison between speech and birdsong.Infancy. 2019;00:1–7. https://doi.org/10.1111/infa.12295",The role of prosody in infants’ preference for speech: A comparison between speech and birdsong
Natural speech preference,"Ference, J. D. (2018) The Role of Attentional Biases for Conspecific Vocalizations. Doctoral Dissertation. University of Calgary.",The Role of Attentional Biases for Conspecific Vocalizations
Natural speech preference,"Yamashiro, A., Curtin, S., & Vouloumanos, A. (2019). Does an Early Speech Preference Predict Linguistic and Social-Pragmatic Attention in Infants Displaying and Not Displaying Later ASD Symptoms? Journal of autism and developmental disorders.",Does an Early Speech Preference Predict Linguistic and Social-Pragmatic Attention in Infants Displaying and Not Displaying Later ASD Symptoms? 
Natural speech preference,"Curtin, S. & Vouloumanos, A. J Autism Dev Disord (2013) 43: 2114. https://doi.org/10.1007/s10803-013-1759-1",Speech Preference is Associated with Autistic-Like Behavior in 18-Months-Olds at Risk for Autism Spectrum Disorder
Natural speech preference,"Vouloumanos, A., Curtin, S. (2014). Foundational Tuning: How Infants' Attention to Speech Predicts Language Development. Cognitive Science 38(4),1675-1686.",Foundational Tuning: How Infants' Attention to Speech Predicts Language Development
Natural speech preference,"Santolin, C., Zettersten, M., & Saffran, J. (unpublished). Infants' preference for non-native speech versus birdsong.",Infants' preference for non-native speech versus birdsong.
Natural speech preference,"Segal, O., Kligler, N., & Kishon-Rabin, L. (2021) Infants’ Preference for Child-Directed Speech Over Time-Reversed Speech in On-Channel and Off-Channel Masking. Journal of Speech, Language, and Hearing Research, 64, 2897–2908.",Infants’ Preference for Child-Directed Speech Over Time-Reversed Speech in On-Channel and Off-Channel Masking
Natural speech preference,"Colombo, J., Bundy, R. S. (1981). A method for the measurement of infant auditory selectivity. Infant Behavior and Development, 4, 219-223.",A method for the measurement of infant auditory selectivity
Cross-situational word learning,"Smith, L., & Yu, C. (2008). Infants rapidly learn word-referent mappings via cross-situational statistics. Cognition, 106(3), 1558–1568. https://doi.org/10.1016/j.cognition.2007.06.010",Infants rapidly learn word-referent mappings via cross-situational statistics
Cross-situational word learning,"Yu, C., & Smith, L. B. (2011). What you learn is what you see: using eye movements to study infant cross-situational word learning. Developmental Science, 14(2), 165–180. https://doi.org/10.1111/j.1467-7687.2010.00958.x",What you learn is what you see: using eye movements to study infant cross-situational word learning
Cross-situational word learning,"Scott, R. M., & Fisher, C. (2012). 2.5-Year-olds use cross-situational consistency to learn verbs under referential uncertainty. Cognition, 122(2), 163–180. https://doi.org/10.1016/j.cognition.2011.10.010", 2.5-Year-olds use cross-situational consistency to learn verbs under referential uncertainty
Cross-situational word learning,"Scott, R. M., & Fisher, C. (2012). 2.5-Year-olds use cross-situational consistency to learn verbs under referential uncertainty. Cognition, 122(2), 163–180. https://doi.org/10.1016/j.cognition.2011.10.011", 2.5-Year-olds use cross-situational consistency to learn verbs under referential uncertainty
Cross-situational word learning,"Scott, R. M., & Fisher, C. (2012). 2.5-Year-olds use cross-situational consistency to learn verbs under referential uncertainty. Cognition, 122(2), 163–180. https://doi.org/10.1016/j.cognition.2011.10.012", 2.5-Year-olds use cross-situational consistency to learn verbs under referential uncertainty
Cross-situational word learning,"McGregor, K. K., Rost, G., Arenas, R., Farris-Trimble, A., & Stiles, D. (2013). Children with ASD can use gaze in support of word recognition and learning. Journal of Child Psychology and Psychiatry and Allied Disciplines, 54(7), 745–753. https://doi.org/10.1111/jcpp.12073",Children with ASD can use gaze in support of word recognition and learning
Cross-situational word learning,"Suanda, S. H., Mugwanya, N., & Namy, L. L. (2014). Cross-situational statistical word learning in young children. Journal of Experimental Child Psychology, 126, 395–411. https://doi.org/10.1016/j.jecp.2014.06.003",Cross-situational statistical word learning in young children
Cross-situational word learning,"Woodard, K., Gleitman, L. R., & Trueswell, J. C. (2016). Two- and Three-Year-Olds Track a Single Meaning During Word Learning: Evidence for Propose-but-Verify. Language Learning and Development, 12(3), 252–261. https://doi.org/10.1080/15475441.2016.1140581",Two- and Three-Year-Olds Track a Single Meaning During Word Learning: Evidence for Propose-but-Verify
Cross-situational word learning,"Vlach, H. A., & DeBrock, C. A. (2017). Remember dax? Relations between children’s cross-situational word learning, memory, and language abilities. Journal of Memory and Language, 93, 217–230. https://doi.org/10.1016/j.jml.2016.10.001","Remember dax? Relations between children’s cross-situational word learning, memory, and language abilities"
Cross-situational word learning,"Fitneva, S. A., & Christiansen, M. H. (2017). Developmental Changes in Cross-Situational Word Learning: The Inverse Effect of Initial Accuracy. Cognitive Science, 41, 141–161. https://doi.org/10.1111/cogs.12322",Developmental Changes in Cross-Situational Word Learning: The Inverse Effect of Initial Accuracy
Cross-situational word learning,"Aravind, A., de Villiers, J., Pace, A., Valentine, H., Golinkoff, R., Hirsh-Pasek, K., … Sweig Wilson, M. (2018). Fast mapping word meanings across trials: Young children forget all but their first guess. Cognition, 177(April), 177–188. https://doi.org/10.1016/j.cognition.2018.04.008",Fast mapping word meanings across trials: Young children forget all but their first guess
Cross-situational word learning,"Roembke, T. C., Wiggs, K. K., & McMurray, B. (2018). Symbolic flexibility during unsupervised word learning in children and adults. Journal of Experimental Child Psychology, 175, 17–36. https://doi.org/10.1016/j.jecp.2018.05.016",Symbolic flexibility during unsupervised word learning in children and adults
Cross-situational word learning,"Ramscar, M., Dye, M., & Klein, J. (2013). Children Value Informativity Over Logic in Word Learning. Psychological Science, 24(6), 1017–1023. https://doi.org/10.1177/0956797612460691",Children Value Informativity Over Logic in Word Learning
Cross-situational word learning,"Vlach, H. a., & Johnson, S. P. (2013). Memory constraints on infants’ cross-situational statistical learning. Cognition, 127(3), 375–382. https://doi.org/10.1016/j.cognition.2013.02.015",Memory constraints on infants’ cross-situational statistical learning
Cross-situational word learning,"Bunce, J. P., & Scott, R. M. (2017). Finding meaning in a noisy world: exploring the effects of referential ambiguity and competition on 2·5-year-olds’ cross-situational word learning. Journal of Child Language, 44(3), 650–676. https://doi.org/10.1017/S0305000916000180",Finding meaning in a noisy world: exploring the effects of referential ambiguity and competition on 2·5-year-olds’ cross-situational word learning
Cross-situational word learning,"Filippi, P., Laaha, S., & Fitch, W. T. (2017). Utterance-final position and pitch marking aid word learning in school-age children. Royal Society Open Science, 4(8), 161035. https://doi.org/10.1098/rsos.161035",Utterance-final position and pitch marking aid word learning in school-age children
Cross-situational word learning,"Hu, C.-F. (2017). Resolving referential ambiguity across ambiguous situations in young foreign language learners. Applied Psycholinguistics, 38(3), 633–656. https://doi.org/10.1017/S0142716416000357",Resolving referential ambiguity across ambiguous situations in young foreign language learners
Cross-situational word learning,"Escudero, P., Mulak, K. E., & Vlach, H. A. (2016). Infants Encode Phonetic Detail during Cross-Situational Word Learning. Frontiers in Psychology, 7(September), 1–11. https://doi.org/10.3389/fpsyg.2016.01419",Infants Encode Phonetic Detail during Cross-Situational Word Learning
Language discrimination and preference,"Bahrick, L. E., & Pickens, J. N. (1988). Classification of bimodal English and Spanish language passages by infants. Infant Behavior and Development, 11(3), 277-296. https://doi.org/10.1016/0163-6383(88)90014-8",Classification of bimodal English and Spanish language passages by infants
Language discrimination and preference,"Chung, T. (2002). Speech accent categorization in infancy [Doctoral dissertation, University of Pittsburgh]. http://d-scholarship.pitt.edu/10414/1/Ting-ting_chung_dissertation.pdf","Speech accent categorization in infancy [Doctoral dissertation, University of Pittsburgh]"
Language discrimination and preference,"Kitamura, C., Panneton, R., Diehl, M., & Notley, A. (2006). Attuning to the native dialect: When more means less. Proceedings of the 11th Australian International Conference on Speech Science & Technology. Australian International Conference on Speech Science & Technology, University of Auckland, New Zealand.",Attuning to the native dialect: When more means less
Language discrimination and preference,"Kitamura, C., Panneton, R., & Best, C. T. (2013). The development of language constancy: Attention to native versus nonnative accents. Child Development, 84(5), 1686-1700. https://doi.org/10.1111/cdev.12068",The development of language constancy: Attention to native versus nonnative accents
Language discrimination and preference,"Butler, J., Floccia, C., Goslin, J., & Panneton, R. (2011). Infants’ discrimination of familiar and unfamiliar accents in speech. Infancy, 16(4), 392-417. https://doi.org/10.1111/j.1532-7078.2010.00050.x
",Infants’ discrimination of familiar and unfamiliar accents in speech
Language discrimination and preference,"Nazzi, T., Jusczyk, P. W., & Johnson, E. K. (2000). Language discrimination by English-learning 5-month-olds: Effects of rhythm and familiarity. Journal of Memory and Language, 43(1), 1-19. https://doi.org/10.1006/jmla.2000.2698
",Language discrimination by English-learning 5-month-olds: Effects of rhythm and familiarity
Language discrimination and preference,"Soderstrom, M., Xu Rattanasone, N., Demuth, K., & Seidl, A. (unpublished). Unpublished data.",
Language discrimination and preference,"Vicenik, C. (2011). The role of intonation in language discrimination by infants and adults [Doctoral dissertation, University of California]. http://phonetics.linguistics.ucla.edu/research/Vicenik_Diss.pdf","The role of intonation in language discrimination by infants and adults [Doctoral dissertation, University of California]"
Language discrimination and preference,"White, L., Floccia, C., Goslin, J., & Butler, J. (2014). Utterance-final lengthening is predictive of infants’ discrimination of English accents: Infants’ accent discrimination. Language Learning, 64(s2), 27-44. https://doi.org/10.1111/lang.12060
",Utterance-final lengthening is predictive of infants’ discrimination of English accents: Infants’ accent discrimination
Language discrimination and preference,"Cristia, A., Minagawa-Kawai, Y., Egorova, N., Gervain, J., Filippin, L., Cabrol, D., & Dupoux, E. (2014). Neural correlates of infant accent discrimination: An fNIRS study. Developmental Science, 17(4), 628-635. https://doi.org/10.1111/desc.12160
",Neural correlates of infant accent discrimination: An fNIRS study
Language discrimination and preference,"Kinzler, K. D., Dupoux, E., & Spelke, E. S. (2007). The native language of social cognition. Proceedings of the National Academy of Sciences, 104(30), 12577-12580. https://doi.org/10.1073/pnas.0705345104",The native language of social cognition
Language discrimination and preference,"Mehler, J., Jusczyk, P., Lambertz, G., Halsted, N., Bertoncini, J., & Amiel-Tison, C. (1988). A precursor of language acquisition in young infants. Cognition, 29, 143-178. https://doi.org/10.1016/0010-0277(88)90035-2",A precursor of language acquisition in young infants
Language discrimination and preference,"White, L., Luche, C. D., & Floccia, C. (2016). Five-month-old infants’ discrimination of unfamiliar languages does not accord with “rhythm class.” Proceedings of Speech Prosody, 567-571.",Five-month-old infants’ discrimination of unfamiliar languages does not accord with “rhythm class
Language discrimination and preference,"Christophe, A., & Morton, J. (1998). Is Dutch native English? Linguistic analysis by 2-month-olds. Developmental Science, 1(2), 215-219. https://doi.org/10.1111/1467-7687.00033
",Is Dutch native English? Linguistic analysis by 2-month-olds
Language discrimination and preference,"Nazzi, T., Bertoncini, J., & Mehler, J. (1998). Language discrimination by newborns: Toward an understanding of the role of rhythm. Journal of Experimental Psychology. Human Perception and Performance, 24, 756-766. https://doi.org/10.1037/0096-1523.24.3.756
",Language discrimination by newborns: Toward an understanding of the role of rhythm
Language discrimination and preference,"Ramus, F., Hauser, M. D., Miller, C., Morris, D., & Mehler, J. (2000). Language discrimination by human newborns and by cotton-top tamarin monkeys. Science, 288(5464), 349-351. https://doi.org/10.1126/science.288.5464.349
",Language discrimination by human newborns and by cotton-top tamarin monkeys
Language discrimination and preference,"Ramus, F. (2002). Language discrimination by newborns: Teasing apart phonotactic, rhythmic, and intonational cues. Annual Review of Language Acquisition, 2, 85-115. https://doi.org/10.1075/arla.2.05ram
","Language discrimination by newborns: Teasing apart phonotactic, rhythmic, and intonational cues"
Language discrimination and preference,"Nacar Garcia, L., Guerrero-Mosquera, C., Colomer, M., & Sebastian-Galles, N. (2018). Evoked and oscillatory EEG activity differentiates language discrimination in young monolingual and bilingual infants. Scientific Reports, 8(1), 2770. https://doi.org/10.1038/s41598-018-20824-0",Evoked and oscillatory EEG activity differentiates language discrimination in young monolingual and bilingual infants
Language discrimination and preference,"Molnar, M., & Carreiras, M. (2015, June). Language preferences of monolingual infants from bilingual and monolingual communities. Workshop of Infant Language Development (WILD 2015), Stockholm University, Sweden.
",Language preferences of monolingual infants from bilingual and monolingual communities.
Language discrimination and preference,"Molnar, M., Gervain, J., & Carreiras, M. (2013). Within-rhythm class native language discrimination abilities of Basque-Spanish monolingual and bilingual infants at 3.5 months of age. Infancy, 19(3), 326-337. https://doi.org/10.1111/infa.12041
",Within-rhythm class native language discrimination abilities of Basque-Spanish monolingual and bilingual infants at 3
Language discrimination and preference,"Bosch, L., & Sebastian-Galles, N. (1997). Native-language recognition abilities in 4-month-old infants from monolingual and bilingual environments. Cognition, 65(1), 33-69. doi: 10.1016/S0010-0277(97)00040-1",Native-language recognition abilities in 4-month-old infants from monolingual and bilingual environments
Language discrimination and preference,"Bosch, L., Cortés, C., & Sebastian-Galles, N. (2001). El reconocimiento temprano de la lengua materna: Un estudio basado en la voz masculina [Early native-language recognition capacities: A study based on male-voices]. Infancia y Aprendizaje, 24(2), 197-213. https://doi.org/10.1174/021037001316920735",El reconocimiento temprano de la lengua materna: Un estudio basado en la voz masculina [Early native-language recognition capacities: A study based on male-voices]
Language discrimination and preference,"Bosch, L., & Sebastian-Galles, N. (2001). Evidence of early language discrimination abilities in infants from bilingual environments. Infancy, 2(1), 29-49. https://doi.org/10.1207/S15327078IN0201_3",Evidence of early language discrimination abilities in infants from bilingual environments
Language discrimination and preference,"Chong, A. J., Vicenik, C., & Sundara, M. (2018). Intonation plays a role in language discrimination by infants. Infancy, 23(6), 795-819. https://doi.org/10.1111/infa.12257
",Intonation plays a role in language discrimination by infants
Language discrimination and preference,"de Ruiter. (2015). Testing the possibility of artificial bilingualism: On the effect of non-live exposure to a foreign language on language preference in infants [Unpublished Bachelor thesis]. Universiteit Leiden.
",Testing the possibility of artificial bilingualism: On the effect of non-live exposure to a foreign language on language preference in infants [Unpublished Bachelor thesis]
Language discrimination and preference,"Hayashi, A., Tamekawa, Y., & Kiritani, S. (2001). Developmental change in auditory preferences for speech stimuli in Japanese infants. Journal of Speech, Language, and Hearing Research, 44(6), 1189-1200. https://doi.org/10.1044/1092-4388(2001/092)",Developmental change in auditory preferences for speech stimuli in Japanese infants
Language discrimination and preference,"Paquette-Smith, M., & Johnson, E. K. (2015). Spanish-accented English is Spanish to English-learning 5-month-olds. In The Scottish Consortium for ICPhS 2015 (Ed.), Proceedings of the 18th International Congress of Phonetic Sciences (Vol. 18). The University of Glasgow. https://www.internationalphoneticassociation.org/icphs-proceedings/ICPhS2015/Papers/ICPHS0262.pdf",Spanish-accented English is Spanish to English-learning 5-month-olds
Language discrimination and preference,"Byers-Heinlein, K., Burns, T. C., & Werker, J. F. (2010). The roots of bilingualism in newborns. Psychological Science, 21(3), 343-348. https://doi.org/10.1177/0956797609360758
",The roots of bilingualism in newborns
Language discrimination and preference,"Christophe, A., Nespor, M., Guasti, M. T., & van Ooijen, B. (2003). Prosodic structure and syntactic acquisition: The case of the head-direction parameter. Developmental Science, 6(2), 213–222. https://doi.org/10.1111/1467-7687.00273
",Prosodic structure and syntactic acquisition: The case of the head-direction parameter
Language discrimination and preference,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy
Language discrimination and preference,"May, L., Byers-Heinlein, K., Gervain, J., & Werker, J. F. (2011). Language and the newborn brain: Does prenatal language experience shape the neonate neural response to speech? Frontiers in Psychology, 2. https://doi.org/10.3389/fpsyg.2011.00222",Language and the newborn brain: Does prenatal language experience shape the neonate neural response to speech? 
Language discrimination and preference,"Minagawa-Kawai, Y., van der Lely, H., Ramus, F., Sato, Y., Mazuka, R., & Dupoux, E. (2011). Optical brain imaging reveals general auditory and language-specific processing in early infant development. Cerebral Cortex, 21(2), 254-261. https://doi.org/10.1093/cercor/bhq082
",Optical brain imaging reveals general auditory and language-specific processing in early infant development
Language discrimination and preference,"Sato, H., Hirabayashi, Y., Tsubokura, H., Kanai, M., Ashida, T., Konishi, I., Uchida‐Ota, M., Konishi, Y., & Maki, A. (2012). Cerebral hemodynamics in newborn infants exposed to speech sounds: A whole‐head optical topography study. Human Brain Mapping, 33(9), 2092-2103. https://doi.org/10.1002/hbm.21350",Cerebral hemodynamics in newborn infants exposed to speech sounds: A whole‐head optical topography study
Language discrimination and preference,"Moon, C., Cooper, R. P., & Fifer, W. P. (1993). Two-day-olds prefer their native language. Infant Behavior and Development, 16(4), 495-500. https://doi.org/10.1016/0163-6383(93)80007-U",Two-day-olds prefer their native language
Language discrimination and preference,"Shafer, V. L., Shucard, D. W., & Jaeger, J. J. (1999). Electrophysiological indices of cerebral specialization and the role of prosody in language acquisition in 3‐month‐old infants. Developmental Neuropsychology, 15(1), 73-109. https://doi.org/10.1080/87565649909540740
",Electrophysiological indices of cerebral specialization and the role of prosody in language acquisition in 3‐month‐old infants
Syntactic bootstrapping,"Arunachalam, S., & Waxman, S. R. (2010). Meaning from syntax: Evidence from 2-year-olds. Cognition, 114(3), 442-446.",Meaning from syntax: Evidence from 2-year-olds
Syntactic bootstrapping,"Arunachalam, S. (2013). Two-year-olds can begin to acquire verb meanings in socially impoverished contexts. Cognition, 129(3), 569-573.",Two-year-olds can begin to acquire verb meanings in socially impoverished contexts
Syntactic bootstrapping,"Arunachalam, S., Escovar, E., Hansen, M. A., & Waxman, S. R. (2013). Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event. Language and cognitive processes, 28(4), 417-425.","Out of sight, but not out of mind: 21-month-olds use syntactic information to learn verbs even in the absence of a corresponding event"
Syntactic bootstrapping,"Arunachalam, S., & Dennis, S. (2019). Semantic detail in the developing verb lexicon: An extension of Naigles and Kako (1993). Developmental science, 22(1), e12697.",Semantic detail in the developing verb lexicon: An extension of Naigles and Kako (1993)
Syntactic bootstrapping,"Hirsh-Pasek, K., Golinkoff, R. M., & Naigles, L. (1996). Young children’s use of syntactic frames to derive meaning. The origins of grammar: Evidence from early language comprehension, 123-158.",Young children’s use of syntactic frames to derive meaning
Syntactic bootstrapping,"Gertner, Y., & Fisher, C. (2012). Predicted errors in children‚Äôs early sentence comprehension. Cognition, 124(1), 85-94.",Predicted errors in children‚Äôs early sentence comprehension
Syntactic bootstrapping,"He, A. X., Huang, S., Waxman, S., & Arunachalam, S. (2020). Two-year-olds consolidate verb meanings during a nap. Cognition, 198, 104205.",Two-year-olds consolidate verb meanings during a nap
Syntactic bootstrapping,"Jin, K. S. (2015). The role of syntactic and discourse information in verb learning (Doctoral dissertation, University of Illinois at Urbana-Champaign).","The role of syntactic and discourse information in verb learning (Doctoral dissertation, University of Illinois at Urbana-Champaign)"
Syntactic bootstrapping,"Jyotishi, M. & Naigles, L. (2017) Syntactic Bootstrapping: 28-month olds can shift between transitive and intransitive frames. Poster presented at the 14th International Congress for the Study of Child Language, Lyons, France.",Syntactic Bootstrapping: 28-month olds can shift between transitive and intransitive frames
Syntactic bootstrapping,"Messenger, K., Yuan, S., & Fisher, C. (2015). Learning verb syntax via listening: New evidence from 22-month-olds. Language Learning and Development, 11(4), 356-368.",Learning verb syntax via listening: New evidence from 22-month-olds
Syntactic bootstrapping,"Naigles, L. (Unknown Date) Visit 5, Unpublished Data",
Syntactic bootstrapping,"Naigles, L. (Unknown Date) Visit 6, Unpublished Data",
Syntactic bootstrapping,"Naigles, L. (1990). Children use syntax to learn verb meanings. Journal of child language, 17(2), 357-374.",Children use syntax to learn verb meanings
Syntactic bootstrapping,"Naigles, L. G., & Kako, E. T. (1993). First contact in verb acquisition: Defining a role for syntax. Child development, 64(6), 1665-1687.",First contact in verb acquisition: Defining a role for syntax
Syntactic bootstrapping,"Naigles, L. R., Kelty, E., Jaffery, R., & Fein, D. (2011). Abstractness and continuity in the syntactic development of young children with autism. Autism Research, 4(6), 422-437.",Abstractness and continuity in the syntactic development of young children with autism
Syntactic bootstrapping,"Scott, K., Chu, J., & Schulz, L. (2017). Lookit (Part 2): Assessing the viability of online developmental research, results from three case studies. Open Mind, 1(1), 15-29.","Lookit (Part 2): Assessing the viability of online developmental research, results from three case studies"
Syntactic bootstrapping,"Yuan, S., & Fisher, C. (2009).Really? She blicked the baby? Two-year-olds learn combinatorial facts about verbs by listening. Psychological science, 20(5), 619-626.",Really? She blicked the baby? Two-year-olds learn combinatorial facts about verbs by listening
Syntactic bootstrapping,"Yuan, S., Fisher, C., & Snedeker, J. (2012). Counting the nouns: Simple structural cues to verb meaning. Child development, 83(4), 1382-1399.",Counting the nouns: Simple structural cues to verb meaning
Statistical sound category learning (habituation),"Maye J, Weiss DJ, Aslin RN.Statistical phonetic learning in infants: facilitation and feature generalization.Dev Sci. 2008 Jan;11(1):122-34. doi: 10.1111/j.1467-7687.2007.00653.x.",Statistical phonetic learning in infants: facilitation and feature generalization
Statistical sound category learning (habituation),"Capel, D. J. H., De Bree, E. H., De Klerk, M. A., Kerkhoff, A. O., and Wijnen, F. N. K. (2011). Distributional cues affect phonetic discrimination in Dutch infants. Sound and sounds. Studies presented to MEH (Bert) Schouten on the occasion of his 65th birthday. Utrecht: UiL-OTS, 33-43.",Distributional cues affect phonetic discrimination in Dutch infants
Statistical sound category learning (habituation),"Liu, L., and Kager, R. (2011). How Do Statistical Learning and Perceptual Reorganization Alter Dutch Infant's Perception to Lexical Tones? In ICPhS (Vol. 17, pp. 1270<e2><80><93>1273).",How Do Statistical Learning and Perceptual Reorganization Alter Dutch Infant's Perception to Lexical Tones? 
Statistical sound category learning (habituation),"Liu L, Kager R. (2014). Perception of tones by infants learning a non-tone language.Cognition. 133(2):385-94. doi: 10.1016/j.cognition.2014.06.004. Epub 2014 Aug 14.",Perception of tones by infants learning a non-tone language
Statistical sound category learning (habituation),"Wanrooij, K., Boersma, P., and van Zuijen, T. L. (2014). Fast phonetic learning occurs already in 2-to-3-month old infants. An ERP study. Frontiers in Psychology, 5, 77.",Fast phonetic learning occurs already in 2-to-3-month old infants
Statistical sound category learning (habituation),"Ter Schure, S., Junge, C., & Boersma, P. (2016). Discriminating Non-native Vowels on the Basis of Multimodal, Auditory or Visual Information: Effects on Infants<e2><80><99> Looking Patterns and Discrimination. Frontiers in psychology, 7.","Discriminating Non-native Vowels on the Basis of Multimodal, Auditory or Visual Information: Effects on Infants<e2><80><99> Looking Patterns and Discrimination"
Gaze following (combined),"Brooks, R., & Meltzoff, A. N. (2008). Infant gaze following and pointing predict accelerated vocabulary growth through two years of age: A longitudinal, growth curve modeling study. Journal of child language, 35(01), 207-220.","Infant gaze following and pointing predict accelerated vocabulary growth through two years of age: A longitudinal, growth curve modeling study"
Gaze following (combined),"Butler, S. C., Caron, A. J., & Brooks, R. (2000). Infant understanding of the referential nature of looking. Journal of Cognition and Development, 1(4), 359-377.",Infant understanding of the referential nature of looking
