ds_clean,native_lang,infant_type,infant_type_clincal,infant_type_language,infant_native_lang,response_mode,method,dependent_measure,looking,behavioral_measure,...12,unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,exposure_phase,participant_design,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year,doi,original_ma,2nd coder,stimulus_set,lab,main_question_IDS_preference,trial_control,human_coded,data_from_figure,effect_significance_reported,fussers,non_criterion,criterion,criterion_definition,exclusionCriteria,num_minimum_trials,mean_vocab,speaker_fam,speaker_experience,speaker_female,presentation,setting,Coder 1 Comments,Coder 2 Comments
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,89,Richoz et al. (2017),"Richoz, A. R., Quinn, P. C., Hillairet de Boisferon, A., Berger, C., Loevenbruck, H., Lewkowicz, D. J., & Pascalis, O. (2017). Audio-visual perception of gender by infants emerges earlier for adult-directed speech. PLoS One, 12(1), e0169325. https://doi.org/10.1371/journ al.pone.0169325.",Richoz2017,yes,CC,1,6mos_IDS,37,familiarization,within_one,NA,NA,31,31,195,195,0.48,0.5,NA,NA,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.625,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,-0.1186138,0.032484988,-0.115546202,0.030826457,-0.059202874,0.008036151,-0.059272188,0.035714286,-0.215141635,0.106871326,d_one,195,31,Richoz et al. (2017) NA,NA,6.406702396,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,90,Richoz et al. (2017),"Richoz, A. R., Quinn, P. C., Hillairet de Boisferon, A., Berger, C., Loevenbruck, H., Lewkowicz, D. J., & Pascalis, O. (2017). Audio-visual perception of gender by infants emerges earlier for adult-directed speech. PLoS One, 12(1), e0169325. https://doi.org/10.1371/journ al.pone.0169325.",Richoz2017,yes,CC,1,6mos_ADS,37,familiarization,within_one,NA,NA,31,31,195,195,0.57,0.5,NA,NA,NA,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.364,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.40454673,0.034897711,0.394084315,0.033115998,0.198258204,0.00773556,0.200918839,0.035714286,0.733766602,0.114808866,d_one,195,31,Richoz et al. (2017) NA,NA,6.406702396,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,91,Richoz et al. (2017),"Richoz, A. R., Quinn, P. C., Hillairet de Boisferon, A., Berger, C., Loevenbruck, H., Lewkowicz, D. J., & Pascalis, O. (2017). Audio-visual perception of gender by infants emerges earlier for adult-directed speech. PLoS One, 12(1), e0169325. https://doi.org/10.1371/journal.pone.0169325.",Richoz2017,yes,CC,1,9mos_ADS+IDS,38,familiarization,within_one,NA,NA,31,31,283,283,NA,0.5,NA,NA,3.2,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.3870968,0.3870968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.574736966,0.037585848,0.559873079,0.035666892,0.276190672,0.007405998,0.283553442,0.035714286,1.042457544,0.123652484,t_one,283,31,Richoz et al. (2017) NA,NA,9.297932196,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,92,Richoz et al. (2017),"Richoz, A. R., Quinn, P. C., Hillairet de Boisferon, A., Berger, C., Loevenbruck, H., Lewkowicz, D. J., & Pascalis, O. (2017). Audio-visual perception of gender by infants emerges earlier for adult-directed speech. PLoS One, 12(1), e0169325. https://doi.org/10.1371/journal.pone.0169325.",Richoz2017,yes,CC,1,12mos_ADS+IDS,39,familiarization,within_one,NA,NA,31,31,379,379,NA,0.5,NA,NA,4.42,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.4193548,0.4193548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.793855435,0.042422685,0.773324691,0.040256782,0.368927683,0.006837811,0.387181268,0.035714286,1.439894483,0.139565039,t_one,379,31,Richoz et al. (2017) NA,NA,12.45200107,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,21,Streri et al. (2016),"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental Change in Infants’ Detection of Visual Faces that Match Auditory Vowels. Infancy, 21(2), 177–198. https://doi.org/10.1111/infa.12104.",Streri2016,yes,CC,1,3mos_a_vowel,40,familiarization,within_one,NA,NA,24,24,91,91,0.28390491,0.5,0.12879969,NA,NA,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.4583333,0.4583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,-1.677760948,0.100310037,-1.620564552,0.093587296,-0.642689075,0.005070951,-0.762741759,0.047619048,-3.043121741,0.330006796,group_means_one,91,24,Streri et al. (2016) NA,NA,2.989794452,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,22,Streri et al. (2016),"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental Change in Infants’ Detection of Visual Faces that Match Auditory Vowels. Infancy, 21(2), 177–198. https://doi.org/10.1111/infa.12104.",Streri2016,yes,CC,1,3mos_i_vowel,40,familiarization,within_one,NA,NA,24,24,91,91,0.80456718,0.5,0.16409984,NA,NA,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.4583333,0.4583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,1.855987063,0.113431,1.792714776,0.105828896,0.680223598,0.004398577,0.829530076,0.047619048,3.366388154,0.373173031,group_means_one,91,24,Streri et al. (2016) NA,NA,2.989794452,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,23,Streri et al. (2016),"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental Change in Infants’ Detection of Visual Faces that Match Auditory Vowels. Infancy, 21(2), 177–198. https://doi.org/10.1111/infa.12104.",Streri2016,yes,CC,1,3mos_u_vowel,40,familiarization,within_one,NA,NA,24,24,91,91,0.563249,0.5,0.23834887,NA,NA,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.265363121,0.0431337,0.256316651,0.040242895,0.131528868,0.010233396,0.132295316,0.047619048,0.48131546,0.141904184,group_means_one,91,24,Streri et al. (2016) NA,NA,2.989794452,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,24,Streri et al. (2016),"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental Change in Infants’ Detection of Visual Faces that Match Auditory Vowels. Infancy, 21(2), 177–198. https://doi.org/10.1111/infa.12104.",Streri2016,yes,CC,1,6mos_a_vowel,41,familiarization,within_one,NA,NA,24,24,195,195,0.36699821,0.5,0.14537108,NA,NA,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,-0.914912306,0.059105511,-0.883722114,0.055144282,-0.4159954,0.008356075,-0.442839583,0.047619048,-1.659467359,0.194449337,group_means_one,195,24,Streri et al. (2016) NA,NA,6.406702396,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,25,Streri et al. (2016),"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental Change in Infants’ Detection of Visual Faces that Match Auditory Vowels. Infancy, 21(2), 177–198. https://doi.org/10.1111/infa.12104.",Streri2016,yes,CC,1,6mos_i_vowel,41,familiarization,within_one,NA,NA,24,24,195,195,0.48894501,0.5,0.1209564,NA,NA,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,-0.091396487,0.041840694,-0.088280697,0.039036546,-0.045650601,0.010394913,-0.045682353,0.047619048,-0.165774889,0.137650366,group_means_one,195,24,Streri et al. (2016) NA,NA,6.406702396,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,26,Streri et al. (2016),"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental Change in Infants’ Detection of Visual Faces that Match Auditory Vowels. Infancy, 21(2), 177–198. https://doi.org/10.1111/infa.12104.",Streri2016,yes,CC,1,6mos_u_vowel,41,familiarization,within_one,NA,NA,24,24,195,195,0.36206445,0.5,0.12653917,NA,NA,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.375,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,-1.090062073,0.066421569,-1.052900866,0.06197002,-0.47856551,0.007609745,-0.521122,0.047619048,-1.977153895,0.218518204,group_means_one,195,24,Streri et al. (2016) NA,NA,6.406702396,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,27,Streri et al. (2016),"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental Change in Infants’ Detection of Visual Faces that Match Auditory Vowels. Infancy, 21(2), 177–198. https://doi.org/10.1111/infa.12104.",Streri2016,yes,CC,1,9mos_a_vowel,42,familiarization,within_one,NA,NA,24,24,280,280,0.56401822,0.5,0.236083,NA,NA,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.375,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.271168276,0.043198588,0.261923903,0.040303435,0.134354835,0.0102253,0.135172129,0.047619048,0.491844846,0.142117659,group_means_one,280,24,Streri et al. (2016) NA,NA,9.199367543,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,28,Streri et al. (2016),"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental Change in Infants’ Detection of Visual Faces that Match Auditory Vowels. Infancy, 21(2), 177–198. https://doi.org/10.1111/infa.12104.",Streri2016,yes,CC,1,9mos_i_vowel,42,familiarization,within_one,NA,NA,24,24,280,280,0.41971917,0.5,0.14194139,NA,NA,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.375,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,-0.565591404,0.048331117,-0.546309878,0.045091984,-0.272123641,0.009592408,-0.279155872,0.047619048,-1.025869328,0.159003003,group_means_one,280,24,Streri et al. (2016) NA,NA,9.199367543,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time,yes,looking,NA,29,Streri et al. (2016),"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental Change in Infants’ Detection of Visual Faces that Match Auditory Vowels. Infancy, 21(2), 177–198. https://doi.org/10.1111/infa.12104.",Streri2016,yes,CC,1,9mos_u_vowel,42,familiarization,within_one,NA,NA,24,24,280,280,0.34185513,0.5,0.15830875,NA,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.5283019,0.5283019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,-0.998964808,0.062456889,-0.964909189,0.058271052,-0.446843119,0.008004416,-0.480748825,0.047619048,-1.811921733,0.20547493,group_means_one,280,24,Streri et al. (2016) NA,NA,9.199367543,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,German_Swedish,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,30,Dorn et al. (2018),"Dorn, K., Weinert, S., & Falck-Ytter, T. (2018). Watch and listen -A cross-cultural study of audio-visual-matching behavior in 4.5-month-old infants in German and Swedish talking faces. Infant Behavior & Development, 52, 121–129. https://doi.org/10.1016/j.infbeh.2018.05.003.",Dorn2018,yes,CC,1,4.5mos_German_Swedish,43,familiarization,within_one,NA,NA,96,96,138.885,138.885,0.54,0.51,0.2585,0.1295,NA,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.4285714,0.4285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.116054159,0.010486815,0.115128195,0.01032014,0.057929633,0.002595398,0.057994564,0.010752688,0.210498959,0.03450024,group_means_one,138.885,96,Dorn et al. (2018) NA,NA,4.563050576,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,Spanish,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,63,Pons et al. (2009),"Pons, F., Lewkowicz, D. J., Soto-Faraco, S., & Sebastian-Galles, N. (2009). Narrowing of intersensory speech perception in infancy. Proceedings of the National Academy of Sciences, 106(26), 10598–10602. https://doi.org/10.1073/pnas.09041 34106.",Pons2009,yes,CC,1,6m_Spanish,44,familiarization,within_one,NA,NA,24,24,182.6,182.6,NA,NA,NA,NA,2.41,NA,NA,NA,non-native,segment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.49193919,0.04670842,0.475168536,0.043578039,0.238850347,0.009790433,0.243554549,0.047619048,0.89227899,0.153664543,t_one,182.6,24,Pons et al. (2009) NA,NA,5.999301834,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
