unique_row,study_ID,long_cite,short_cite,peer_reviewed,expt_num,expt_condition,same_infant,response_mode,exposure_phase,method,dependent_measure,participant_design,native_lang,infant_type,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,corr,test_lang,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,x_dif,contrast_sampa,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,condition_type,stimulus_naturalness,contrast_pseudoIPA,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,n,mean_age_months,year,ds_clean,...171,study_type,study_id,age_group,prop_nae,main_question_ids_preference,presentation,effect_significance_reported,setting,speaker_experience,speaker_fam,speaker_female,original_ma,sd_1,sd_2,prop_female,unique_infants,own_mother,isMeta,isRep,mean_agec_mos,test_lang_a.native,test_lang_b.nonnative,test_lang_c.artificial,method_a.cf,method_b.hpp,method_c.other,speech_type_a.simulated,speech_type_b.naturalistic,speech_type_c.filtered/synthesized,own_mother_a.no,own_mother_b.yes,presentation_a.tape recording,presentation_b.video recording,dependent_measure_a.preference,dependent_measure_b.affect,main_question_ids_preference_a.yes,main_question_ids_preference_b.no,unique,yi,vi,sei,lo,hi,studyTypePretty,sourcePretty,pval,affirm,pvalSignif,reportedSignif,looking,behavioral_measure,infant_type_clincal,infant_type_language,stimuli_naturalness
11,Dawson2009,"Dawson C, Gerken, LA (2009). From domain-generality to domain-sensitivity: 4-month-olds learn an abstract repetition rule in music that 7-month-olds do not. Cognition 111.3 : 378-382.",Dawson & Gerken (2009),yes,1,7.5mo,7.5mo,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,18,NA,224,NA,NA,NA,NA,NA,0.33,NA,NA,NA,artificial,30,NA,3,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,Abstract rule learning,ruleLearning,early_language,0.05715767664977296,0.03009075,18,7.359494034785109,2009,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,artificial
12,Dawson2009,"Dawson C, Gerken, LA (2009). From domain-generality to domain-sensitivity: 4-month-olds learn an abstract repetition rule in music that 7-month-olds do not. Cognition 111.3 : 378-382.",Dawson & Gerken (2009),yes,2,4mo,4mo,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,18,NA,126,NA,NA,NA,NA,NA,2.55,NA,NA,NA,artificial,30,NA,4,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,Abstract rule learning,ruleLearning,early_language,0.6010407640085654,0.06559027777777778,18,4.139715394566624,2009,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,artificial
13,Dawson2009,"Dawson C, Gerken, LA (2009). From domain-generality to domain-sensitivity: 4-month-olds learn an abstract repetition rule in music that 7-month-olds do not. Cognition 111.3 : 378-382.",Dawson & Gerken (2009),yes,2,7.5mo,7.5mo,behavior,familiarization,head-turn preference procedure,looking_time,within_two,American English,typical,18,NA,231,NA,NA,NA,NA,NA,0.36,NA,NA,NA,artificial,30,NA,1,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,Abstract rule learning,ruleLearning,early_language,0.1144727041700335,0.10147511111111111,18,7.589478223372143,2009,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,artificial
14,Ferguson2015,"Ferguson, B. & Waxman, S. Visual abstract rule learning by 3- and 4-month-old infants Cognitive Science Society 2015",Ferguson & Waxman (2016),yes,1,SilenceABA,SilenceABA,behavior,habituation,central fixation,looking_time,within_two,American English,typical,10,NA,130,NA,7.46,8.57,3.32,6.45,NA,-0.57,NA,0.35,artificial,45,NA,6.5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningful,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,Abstract rule learning,ruleLearning,early_language,-0.21639256499862355,0.13234128710933418,10,4.271134930902072,2015,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,artificial
15,Ferguson2015,"Ferguson, B. & Waxman, S. Visual abstract rule learning by 3- and 4-month-old infants Cognitive Science Society 2015",Ferguson & Waxman (2016),yes,1,SilenceABB,SilenceABB,behavior,habituation,central fixation,looking_time,within_two,American English,typical,10,NA,129,NA,8.88,12.15,5.28,12.51,NA,-1.32,NA,0.93,artificial,56,NA,6.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningful,ABB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,Abstract rule learning,ruleLearning,early_language,-0.34057095860326375,0.01979942889219729,10,4.238280046818209,2015,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,artificial
16,Ferguson2015,"Ferguson, B. & Waxman, S. Visual abstract rule learning by 3- and 4-month-old infants Cognitive Science Society 2015",Ferguson & Waxman (2016),yes,1,SpeechABA,SpeechABA,behavior,habituation,central fixation,looking_time,within_two,American English,typical,10,NA,125,NA,7.05,10.65,4.73,8.57,NA,-2.45,NA,0.92,artificial,48,NA,6.5,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Speech,Meaningful,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,Abstract rule learning,ruleLearning,early_language,-0.520109038484265,0.02952567059565132,10,4.106860510482761,2015,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,natural
17,Ferguson2015,"Ferguson, B. & Waxman, S. Visual abstract rule learning by 3- and 4-month-old infants Cognitive Science Society 2015",Ferguson & Waxman (2016),yes,1,SpeechABB,SpeechABB,behavior,habituation,central fixation,looking_time,within_two,American English,typical,10,NA,124,NA,7.82,10.85,3.62,9.76,NA,-1.11,NA,0.49,artificial,59,NA,6.5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Speech,Meaningful,ABB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,Abstract rule learning,ruleLearning,early_language,-0.41164146988451866,0.11047243498643436,10,4.0740056263988995,2015,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,monolingual,natural
18,Ferguson2016,"Ferguson, B., & Lew-Williams, C. Communicative signals support abstract rule learning by 7-month-old infants.  Sci Rep. 2016; 6: 25434.",Ferguson & Lew-Williams (2016),yes,1,CommunicativeTonesTrainAAB-TestABB,CommunicativeTonesTrainAAB-TestABB,behavior,familiarization,head-turn preference procedure,looking_time,within_two,NA,typical,4,NA,231,NA,7.76,6.76,3.56,2.49,1.84,NA,NA,0.99,artificial,14,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningful,AAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,Abstract rule learning,ruleLearning,early_language,0.32552659388883276,0.01824594541610813,4,7.589478223372143,2016,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,na,artificial
19,Ferguson2016,"Ferguson, B., & Lew-Williams, C. Communicative signals support abstract rule learning by 7-month-old infants.  Sci Rep. 2016; 6: 25434.",Ferguson & Lew-Williams (2016),yes,1,CommunicativeTonesTrainABA-TestABB,CommunicativeTonesTrainABA-TestABB,behavior,familiarization,head-turn preference procedure,looking_time,within_two,NA,typical,4,NA,225,NA,6.52,5.66,1.03,1.29,4.23,NA,NA,0.96,artificial,13,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningful,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,Abstract rule learning,ruleLearning,early_language,0.7367670514303647,0.08785321100917423,4,7.39234891886897,2016,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,na,artificial
20,Ferguson2016,"Ferguson, B., & Lew-Williams, C. Communicative signals support abstract rule learning by 7-month-old infants.  Sci Rep. 2016; 6: 25434.",Ferguson & Lew-Williams (2016),yes,1,CommunicativeTonesTrainABB-TestAAB,CommunicativeTonesTrainABB-TestAAB,behavior,familiarization,head-turn preference procedure,looking_time,within_two,NA,typical,4,NA,233,NA,6.64,5.94,0.43,1.24,1.62,NA,NA,0.91,artificial,12,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningful,ABB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,Abstract rule learning,ruleLearning,early_language,0.7542814418165106,0.11611756168359924,4,7.655187991539867,2016,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,na,artificial
21,Ferguson2016,"Ferguson, B., & Lew-Williams, C. Communicative signals support abstract rule learning by 7-month-old infants.  Sci Rep. 2016; 6: 25434.",Ferguson & Lew-Williams (2016),yes,1,CommunicativeTonesTrainABB-TestABA,CommunicativeTonesTrainABB-TestABA,behavior,familiarization,head-turn preference procedure,looking_time,within_two,NA,typical,4,NA,231,NA,6,5.22,1.98,2.29,1.46,NA,NA,0.89,artificial,27,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningful,ABB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,Abstract rule learning,ruleLearning,early_language,0.3643805715709932,0.07159665011730046,4,7.589478223372143,2016,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,na,artificial
22,Ferguson2016,"Ferguson, B., & Lew-Williams, C. Communicative signals support abstract rule learning by 7-month-old infants.  Sci Rep. 2016; 6: 25434.",Ferguson & Lew-Williams (2016),yes,2,NonCommunicativeTonesTrainAAB-TestABB,NonCommunicativeTonesTrainAAB-TestABB,behavior,familiarization,head-turn preference procedure,looking_time,within_two,NA,typical,4,NA,228,NA,4.64,5.17,1.4,1.4,-0.97,NA,NA,0.7,artificial,27,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,AAB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,Abstract rule learning,ruleLearning,early_language,-0.3785714285714288,0.16791454081632656,4,7.490913571120557,2016,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,na,artificial
23,Ferguson2016,"Ferguson, B., & Lew-Williams, C. Communicative signals support abstract rule learning by 7-month-old infants.  Sci Rep. 2016; 6: 25434.",Ferguson & Lew-Williams (2016),yes,2,NonCommunicativeTonesTrainABA-TestABB,NonCommunicativeTonesTrainABA-TestABB,behavior,familiarization,head-turn preference procedure,looking_time,within_two,NA,typical,4,NA,221,NA,5.95,6.05,1.57,1.56,-0.13,NA,NA,0.55,artificial,15,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,Abstract rule learning,ruleLearning,early_language,-0.06389743746861527,0.22551036031438193,4,7.260929382533522,2016,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,na,artificial
24,Ferguson2016,"Ferguson, B., & Lew-Williams, C. Communicative signals support abstract rule learning by 7-month-old infants.  Sci Rep. 2016; 6: 25434.",Ferguson & Lew-Williams (2016),yes,2,NonCommunicativeTonesTrainABB-TestAAB,NonCommunicativeTonesTrainABB-TestAAB,behavior,familiarization,head-turn preference procedure,looking_time,within_two,NA,typical,4,NA,226,NA,4.58,4.27,1.34,1.15,0.66,NA,NA,0.73,artificial,23,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,ABB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,Abstract rule learning,ruleLearning,early_language,0.24827424623542255,0.14270501266797092,4,7.425203802952833,2016,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,na,artificial
25,Ferguson2016,"Ferguson, B., & Lew-Williams, C. Communicative signals support abstract rule learning by 7-month-old infants.  Sci Rep. 2016; 6: 25434.",Ferguson & Lew-Williams (2016),yes,2,NonCommunicativeTonesTrainABB-TestABA,NonCommunicativeTonesTrainABB-TestABA,behavior,familiarization,head-turn preference procedure,looking_time,within_two,NA,typical,4,NA,233,NA,4.8,5.04,1.12,2.03,-0.26,NA,NA,0.4,artificial,21,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,ABB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,Abstract rule learning,ruleLearning,early_language,-0.14639454214722183,0.3026789202463118,4,7.655187991539867,2016,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,na,artificial
26,Ferguson2016,"Ferguson, B., & Lew-Williams, C. Communicative signals support abstract rule learning by 7-month-old infants.  Sci Rep. 2016; 6: 25434.",Ferguson & Lew-Williams (2016),yes,3,NonCommTonesTestSpeechTrainABATestABB,NonCommTonesTestSpeechTrainABATestABB,behavior,familiarization,head-turn preference procedure,looking_time,within_two,NA,typical,8,NA,224,NA,6.61,6.48,1.62,1.59,0.48,NA,NA,0.88,artificial,22,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,Abstract rule learning,ruleLearning,early_language,0.0809933476761062,0.03040999514798641,8,7.359494034785109,2016,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,na,artificial
27,Ferguson2016,"Ferguson, B., & Lew-Williams, C. Communicative signals support abstract rule learning by 7-month-old infants.  Sci Rep. 2016; 6: 25434.",Ferguson & Lew-Williams (2016),yes,3,NonCommTonesTestSpeechTrainABBTestABA,NonCommTonesTestSpeechTrainABBTestABA,behavior,familiarization,head-turn preference procedure,looking_time,within_two,NA,typical,8,NA,227,NA,6.35,5.81,2.12,1.72,0.82,NA,NA,0.54,artificial,24,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningless,ABB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,Abstract rule learning,ruleLearning,early_language,0.2797364275005313,0.11989077930442248,8,7.4580586870366945,2016,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,na,artificial
28,Ferguson2016,"Ferguson, B., & Lew-Williams, C. Communicative signals support abstract rule learning by 7-month-old infants.  Sci Rep. 2016; 6: 25434.",Ferguson & Lew-Williams (2016),yes,4,CommTonesTestSpeechTrainABATestABB,CommTonesTestSpeechTrainABATestABB,behavior,familiarization,head-turn preference procedure,looking_time,within_two,NA,typical,9,NA,227,NA,6.96,6.38,2.07,2.04,1.04,NA,NA,0.67,artificial,25,NA,10,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonspeech,Meaningful,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,Abstract rule learning,ruleLearning,early_language,0.2822309243833303,0.07775857192657049,9,7.4580586870366945,2016,Abstract rule learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,looking,typical,na,artificial
